,location,food,price,time,vegan,vegetarian,gluten,dairy,eggs,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
,Vail Commons,Sandwich Bar: American Cheese,-1,B,N,Y,N,Y,N,cheddar cheese milk,cheese culture,salt,enzymes,water,milkfat,sodium citrate,calcium phosphate,contains less than 2 of salt,sodium phosphate,sorbic acid as a preservative,annatto and oleoresin paprika color,with sunflower lecithin added for slice separation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Sandwich Bar: Croissant ,-1,B,N,Y,Y,Y,Y,enriched flour (wheat flour,malted barley flour,niacin,iron,thiamine mononitrate,riboflavin,folic acid),water,butter (cream [milk],lactic acid),wheat flour,sugar,yeast,contains 2% or less of: eggs,egg whites,salt,canola and/or soybean oil,calcium propionate (preservative),artificial butter flavor,sodium stearoyl lactylate,soy flour,dough conditioners (l-cysteine,ascorbic acid,enzymes). contains: eggs,milk,soy,wheat made in a facility that also processes tree nuts (almonds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Sandwich Bar: English Muffin,-1,B,N,Y,Y,Y,N,unbleached enriched wheat flour [flour,malted barley flour,reduced iron,niacin,thiamin mononitrate vitamin b1,riboflavin vitamin b2,folic acid],water,farina,yeast,sugar,salt,preservatives calcium propionate,sorbic acid,soybean oil,wheat gluten,grain vinegar,soy flour,nonfat milk,whey.flour,modified wheat starch,polydextrose,honey,monoglycerides,soy lecithin,malt,natural artificial flavor,xanthan gum,sucralose,soy,whey milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Sandwich Bar: Plain Omelette ,-1,B,N,Y,N,N,Y,eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Sandwich Bar: Vegan Egg Substitute,-1,B,Y,Y,N,N,N,water,mung bean protein,expeller-pressed canola oil,corn starch,contains less than 2% of baking powder (sodium acid pyrophosphate,sodium bicarbonate,monocalcium phosphate),dehydrated garlic,dehydrated onion,carrot extractives (color),turmeric extractives (color),salt,transglutaminase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Bread Station: English Muffin ,-1,B;L;D,N,Y,Y,Y,N,unbleached enriched wheat flour [flour,malted barley flour,reduced iron,niacin,thiamin mononitrate vitamin b1,riboflavin vitamin b2,folic acid],water,farina,yeast,sugar,salt,preservatives calcium propionate,sorbic acid,soybean oil,wheat gluten,grain vinegar,soy flour,nonfat milk,whey.flour,modified wheat starch,polydextrose,honey,monoglycerides,soy lecithin,malt,natural artificial flavor,xanthan gum,sucralose,soy,whey milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Bread Station: Blueberry Bagel ,-1,B;L;D,Y,Y,Y,N,N,high gluten flour,water,blueberry mix (sugar,blueberry bits (apples,blueberry puree,sodium citrate,red 40 lake,blue 1 lake),salt,malted barley flour (contains wheat),enriched wheat flour (wheat flour,niacin,reduced iron,thiamine mononitrate,riboflavin,folic acid),palm shortening,natural and artificial flavors and 2% or less or each of the following: wheat gluten,citric acid,mono-and diglycerides,ammonium chloride,wheat flour,ascorbic acid (vitamin c),l-cysteine hydrochloride,calcium sulfate,enzymes (contains wheat)),vegetable soybean oil,yeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Bread Station: Raisin Cinnamon Bread ,-1,B;L;D,Y,Y,Y,N,N,enriched flour wheat flour,malted barley flour,niacin,reduced iron,thiamin mononitrate,riboflavin,folic acid,water,raisins,high fructose corn syrup,cinnamon flakes sugar,vegetable oil [palm oil,palm kernel oil],cinnamon,soy lecithin,yeast,wheat gluten,contains 2 or less of each of the following:,soybean oil ,salt,sugar,natural flavor,wheat flour,dough conditioners contains one or more of the following: sodium stearoyl lactylate,calcium stearoyl lactylate,monoglycerides and/or diglycerides,calcium peroxide,calcium iodate,datem,ethoxylated mono- and diglycerides,enzymes,caramel color,calcium sulfate,wheat starch,guar gum,xanthan gum,calcium propionate to retard spoilage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Bread Station: Plain Bagel,-1,B;L;D,Y,Y,Y,N,N,ingredients: high gluten flour,water,blend (sugar,salt,malted barley flour and 2% or less of the following: molasses powder (molasses,wheat starch),mono- and diglycerides,ammonium chloride,enriched wheat flour (wheat flour,niacin,reduced iron,thiamin mononitrate,riboflavin,folic acid),ascorbic acid (vitamin c),calcium sulfate,l-cysteine hydrochloride,enzymes),vegetable soybean oil,yeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Bread Station: Sesame Bagel ,-1,B;L;D,Y,Y,Y,N,N,high gluten flour,water,sesame seeds,blend (sugar,salt,malted barley flour and 2% or less of the following: molasses powder (molasses,wheat starch),mono- and diglycerides,ammonium chloride,enriched wheat flour (wheat flour,niacin,reduced iron,thiamin mononitrate,riboflavin,folic acid),ascorbic acid (vitamin c),calcium sulfate,l-cysteine hydrochloride,enzymes),vegetable soybean oil,yeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Bread Station: Everything Bagel ,-1,B;L;D,Y,Y,Y,N,N,high gluten flour,water,blend (sugar,salt,malted barley flour and 2% or less of the following: molasses powder (molasses,wheat starch),mono- and diglycerides,ammonium chloride,enriched wheat flour (wheat flour,niacin,reduced iron,thiamin mononitrate,riboflavin,folic acid),ascorbic acid (vitamin c),calcium sulfate,l-cysteine hydrochloride,enzymes),sesame seeds,poppy seeds,oats,vegetable soybean oil,yeast,garlic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Bread Station: Cinnamon Raisin Bagel ,-1,B;L;D,Y,Y,Y,N,N,high gluten flour,water,cinnamon mix (enriched wheat flour (wheat flour,niacin,reduced iron,thiamine mononitrate,riboflavin,folic acid),sugar,salt,malted barley flour (contains wheat),cinnamon and 2% or less of each of the following: wheat gluten,molasses powder (molasses,wheat starch),mono- and diglycerides,ammonium chloride,ascorbic acid (vitamin c),l-cysteine hydrchloride,calcium sulfate,enzymes (contains wheat),raisins,vegetable soybean oil,yeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Bread Station: Poppy Seed Bagel,-1,B;L;D,Y,Y,Y,N,N,high gluten flour,water,poppy seeds,blend (sugar,salt,malted barley flour and 2% or less of the following: molasses powder (molasses,wheat starch),mono- and diglycerides,ammonium chloride,enriched wheat flour (wheat flour,niacin,reduced iron,thiamin mononitrate,riboflavin,folic acid),ascorbic acid (vitamin c),calcium sulfate,l-cysteine hydrochloride,enzymes),vegetable soybean oil,yeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Bread Station: Cheese Bagel,-1,B;L;D,N,Y,Y,Y,N,high gluten flour,water,cheddar (milk,cultures,salt,enzymes,annatto (color)),blend (sugar,malted barley flour and 2% or less of the following: molasses powder (molasses,wheat starch),mono- and diglycerides,ammonium chloride,enriched wheat flour (wheat flour,niacin,reduced iron,thiamin mononitrate,riboflavin,folic acid),ascorbic acid (vitamin c),calcium sulfate,lcysteine hydrochloride,enzymes),vegetable soybean oil,yeast contains: milk,wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Bread Station: Whole Grain Bagel,-1,B;L;D,Y,Y,Y,N,N,high gluten flour,water,wheat flour,rye flour,oats,blend (sugar,salt,malted barley flour and 2% or less of the following: molasses powder (molasses,wheat starch),mono- and diglycerides,ammonium chloride,enriched wheat flour (wheat flour,niacin,reduced iron,thiamin mononitrate,riboflavin,folic acid),ascorbic acid (vitamin c),calcium sulfate,l-cysteine hydrochloride,enzymes),vegetable soybean oil,flaxseed,chia seeds contains: wheat,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Bread Station: Wheat Bagel,-1,B;L;D,Y,Y,Y,N,N,high gluten flour,water,wheat flour,blend (sugar,salt,malted barley flour and 2% or less of the following: molasses powder (molasses,wheat starch),mono- and diglycerides,ammonium chloride,enriched wheat flour (wheat flour,niacin,reduced iron,thiamin mononitrate,riboflavin,folic acid),ascorbic acid (vitamin c),calcium sulfate,l-cysteine hydrochloride,enzymes),vegetable soybean oil,yeas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Bread Station: Multigrain Bread,-1,B;L;D,Y,Y,Y,N,N,water,wheat mix (whole wheat flour,enriched wheat flour (wheat flour,niacin,reduced iron,thiamine mononitrate,riboflavin,folic acid),dextrose,soybean oil,wheat gluten,salt and 2% or less of each of the following: defatted soy flour,calcium stearoyl lactylate (csl),diacetyl tartaric acid esters of monodiglycerides (datem),potassium iodate,ascorbic acid (vitamin c),enzymes (contains wheat),lcysteine hydrochloride),flour ,wheat flour,vegetable soybean oil,grains mix (water,high fructose corn syrup,oat flakes,sunflower seeds,millet,flaxseed and 2% of less of each of the following: cracked wheat,sea salt,lactic acid,natural flavor (contains wheat)),yeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Bread Station: White Bread,-1,B;L;D,Y,Y,Y,N,N,high gluten flour,water,vegetable soybean oil,dextrose,sugar,mono and diglycerides,corn starch,defatted soy flour and2% or less of each of the following potassium bromate,ascorbic acid( vit c) lcysteine,hydrochloride,enzymes) yeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Bread Station:Strawberry Cream Cheese Cup,-1,B;L;D,N,Y,N,Y,N,pasteurized milk and cream,water,sugar,strawberries,cheese culture,salt,natural flavor,modified food starch,guar gum,fruit and vegetable juice (color),citric acid,carob bean gum,xanthan gum,honey,natamycin (a natural mold inhibitor),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Bread Station: Plain Cream Cheese Cup,-1,B;L;D,N,Y,N,Y,N,pasteurized milk and cream,cheese culture,salt,guar gum,citric acid,carob bean gum,xanthan gum,natamycin (a natural mold inhibitor).contains: milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Bread Station:Sun Butter,-1,B;L;D,Y,Y,N,N,N,roasted sunflower seed,sugar,mono and sunbutter.com@sunbutter diglycerides and salt.processed in a production facility free from the top allergens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Bread Station: Peanut Butter Cup,-1,B;L;D,Y,Y,N,N,N,roasted peanuts and sugar,contains 2 or less of: molasses,fully hydrogenated vegetable oils rapeseed and soybean,mono and diglycerides,salt.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Bread Station: Nutella ,-1,B;L;D,N,Y,N,Y,N,sugar,palm oil,hazelnuts,skim milk,cocoa,soy lecithin as emulsifier,vanillin: an artificial flavor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Bread Station: MWG Double Chocolate Muffin,-1,B;L;D,N,Y,N,N,Y,water,organic cane sugar,sunflower oil,potato starch,dried whole egg,cocoa powder,glycerine,semi sweet chocolate chips (cane sugar,unsweetened chocolate,cocoa butter),brown rice flour,inulin,cellulose,sodium acid pyrophosphate,sodium bicarbonate,sea salt,xanthan gum,natural vanilla flavor,natural chocolate flavor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Bread Station: MWG Blueberry Muffin,-1,B;L;D,Y,Y,N,N,N,king arthur gluten free muffin mix (cane sugar,whole grain brown rice flour,potato starch,tapioca starch,cellulose,leavener (calcium acid pyrophosphate,monocalcium phosphate,baking soda),natural flavor,salt,cornstarch,xanthan gum,nutmeg,niacinamide (a b vitamin),reduced iron,thiamin hydrochloride (vitamin b1),riboflavin (vitamin b2).),applesauce - canned (apples,high fructose corn syrup,water,ascorbic acid to maintain color.),oat milk (water,partially hydrolyzed whole oat flour,sugar,canola oil,calcium carbonate,sunflower lecithin,gellan gum,vitamin a palmitate,vitamin d2,cyanocobalamin (vitamin b12)),banana,blueberries,canola oil (tbhq,dimethylpolysiloxane),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Bread Station: GF White Hamburger Bun,-1,B;L;D,N,N,N,N,N,water,modified tapioca starch,white rice flour,potato starch,corn starch,palm oil,evaporated cane juice,contains less than 2 of each of the following: millet flour,dried yeast yeast,sorbitan monostearate,modified cellulose,canola oil,seasalt,sorghum flour,xanthan gum,guar gum,rice bran extract,cultured dextrose,calcium sulfate,enzymes,ascorbic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Bread Station: GF Thin Sliced Bagel,-1,B;L;D,N,N,N,N,N,water,potato starch,soyflour,tapioca starch,brown rice flour,chickpea flour,cellulose,glycerine,sunflower oil,sea salt,xanthan gum,yeast sodium acid pyrophosphate,sodium bicarbonate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Bread Station: GF Wrap,-1,B;L;D,N,N,N,N,N,glutenone tortilla ,water,modified food starch,rice flour,soybean flour,soybean oil,dextrose,potato starch,xanthan gum,salt,rice starch,corn dextrin,polyglycerol esters of fatty acids (from soybean oil and palm oil),mono & diglycerides of fatty acids (from soybean oil and palm oil),calcium propionate*,fumaric acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Bread Station: GF Whole Grain Bagel,-1,B;L;D,N,N,N,N,Y,filtered water,brown rice flour,tapioca starch,sunflower oil,egg whites,evaporated cane juice,potato starch,teff flour,tapioca syrup or brown rice syrup,xanthan gum,tapioca maltodextrin,flax seed meal,yeast,salt,mold inhibitor (cultured corn syrup,citric acid),molasses (dry molasses and maltodextrin),enzymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Bread Station: GF Whole Grain Sandwich Bread,-1,B;L;D,N,N,N,N,Y,water,modified tapioca starch,rice starch,canola oil,brown rice flour (rice flour,rice bran),sorghum flour,cane sugar,tapioca starch,sugar cane syrup,egg whites,flax seed,amaranth flour,modified cellulose,teff flour,cultured brown rice,brown rice,salt,yeast,guar gum,xanthan gum,enzymes. contains: eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Bread Station: GF Classis Hamburger Bun,-1,B;L;D,N,N,N,N,Y,water,tapioca starch,brown rice flour (rice flour,rice bran with germ),canola oil,invert cane syrup,resistant corn starch,less than 2% of: tapioca syrup,dried egg whites,yeast,tapioca maltodextrin,potato flour,sugar,sugarcane fiber,salt,gum blend (xanthan gum,sodium alginate,guar gum),cultured corn syrup solids,xanthan gum,citric acid (mold inhibitor),enzymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Bread Station: GF Honey Multigrain Bread,-1,B;L;D,N,N,N,N,Y,egg whites,cornstarch,whole grain flour blend (amaranth,quinoa,millet,sorghum,teff),honey,tapioca starch,flaxseed,palm oil,millet seeds,rice bran and germ,contains less than 2% of the following: distilled monoglycerides,yeast,maltodextrin,salt,carbohydrate gum,xanthan gum,leavening (sodium acid pyrophosphate,baking soda,monocalcium phosphate),pectin,guar gum,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Bread Station: GF Hoagie Rolls,-1,B;L;D,Y,Y,N,N,Y,water,tapioca starch,brown rice flour(rice flour,rice bran with germ)canola oil ,egg whites,resistant corn starch,tapiocamaltodextrin,cane sugar,invert cane sugar,rice bran,yeast,sugar cane fiber,salt,gum(xanthan gum,sodium alginate,guar gum)cultured corn syrup solids citric acid(mold inhibitor) locust bean gum enzymes contains: egg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Cereals:Cheerios,-1,B;L;D,Y,Y,N,N,N,whole grain oats,corn starch,sugar,salt,tripotassium phosphate. vitamin e mixed tocopherols added to preserve freshness.vitamins and minerals: calcium carbonate,iron and zinc mineral nutrients,vitamin c sodium ascorbate,a b vitamin niacinamide,vitamin b6 pyridoxine hydrochloride,vitamin a palmitate,vitamin b1 thiamin mononitrate,a b vitamin folic acid,vitamin b12,vitamin d3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Cereals: Rice Krispies ,-1,B;L;D,Y,Y,N,N,N,rice,sugar,contains 2 or less of salt,malt flavor.vitamins and minerals: iron ferric phosphate,niacinamide,vitamin b6 pyridoxine hydrochloride,vitamin b2 riboflavin,vitamin b1 thiamin hydrochloride,folic acid,vitamin d3,vitamin b12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Cereals: Dyno Bites Cocoa ,-1,B;L;D,Y,Y,N,N,N,rice,sugar,cocoa processed with alkali,canola oil,salt,caramel color,natural flavor,rosemary extract antioxidant. vitamins and minerals: reduced iron,zinc oxide,thiamin mononitrate vitamin b1,calcium pantothenate vitamin b5,folic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Cereals: Life,-1,B;L;D,Y,Y,Y,N,N,whole grain oat flour,sugar,corn flour,whole wheat flour,rice flour,salt,calcium carbonate,disodium phosphate,reduced iron,niacinamide,zinc oxide,bht preservative,yellow 5,yellow 6,thiamin mononitrate,riboflavin,pyridoxine hydrochloride,folic acid. one of the b vitamins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Cereals: GF Chex Choc,-1,B;L;D,Y,Y,N,N,N,whole grain rice,rice,sugar,fructose,canola and/or rice bran oil,cocoa processed with alkali,salt,molasses,natural flavor,soy lecithin. vitamin e (mixed tocopherols) and bht added to preserve freshness.vitamins and minerals: calcium carbonate,iron and zinc (mineral nutrients),vitamin c (sodium ascorbate),a b vitamin (niacinamide),vitamin b6 (pyridoxine hydrochloride),vitamin b1 (thiamin mononitrate),vitamin a (palmitate),vitamin b2 (riboflavin),a b vitamin (folic acid),vitamin b12,vitamin d3. contains soy ingredients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Cereals: GF Chex Rice ,-1,B;L;D,Y,Y,N,N,N,whole grain rice,rice,sugar,salt,molasses. vitamin e mixed tocopherols added to preserve freshness. vitamins and minerals: calcium carbonate,iron and zinc mineral nutrients,vitamin c sodium ascorbate,a b vitamin niacinamide,vitamin b6 pyridoxine hydrochloride,vitamin b1 thiamin mononitrate,vitamin b2 riboflavin,vitamin a palmitate,a b vitamin folic acid,vitamin b12,vitamin d3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Cereals: Fruity Dino Bites ,-1,B;L;D,Y,Y,N,N,N,rice,sugar,canola and/or soybean oil,salt,contains 1% or less of: natural and artificial flavor,red 40,yellow 6,yellow 5,blue 1,turmeric oleoresin (color),bht and bha added to preserve freshness,vitamins and minerals: sodium ascorbate and ascorbic acid (vitamin c),niacinamide (vitamin b3),reduced iron,zinc oxide,vitamin a palmitate,pyridoxine hydrochloride (vitamin b6),thiamin mononitrate (vitamin b1),riboflavin (vitamin b2),folic acid,vitamin d3,vitamin b12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Cereals: Bobs Red Mill Honey Oat Granola,-1,B;L;D,Y,Y,T,N,N,gluten free whole grain rolled oats,cane sugar,brown rice,canola oil,honey,brown rice syrup,molasses,salt,vanilla extract[vanilla bean extractives,alcohol,water,]mixed tocopherols[antioxidant],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Cereals: Marshmallow Matey ,-1,B;L;D,Y,Y,Y,N,N,whole grain oat flour,sugar,corn syrup,wheat starch,modified cornstarch,contains 2 percent or less of salt,calcium carbonate,dextrose,gelatin,artificial flavor,trisodium phosphate,yellow 5,red 40,blue 1,yellow 6. vitamins and minerals: ferric orthophosphate source of iron,niacinamide vitamin b3,zinc oxide source of zinc,thiamin mononitrate vitamin b1,calcium pantothenate vitamin b5,pyridoxine hydrochloride vitamin b6,folic acid. contains wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Drinks: Uproot Oatmilk,-1,B;L;D,Y,Y,N,N,N,water,partially hydrolyzed whole oat flour,sugar,canola oil,calcium carbonate,sunflower lecithin,salt,gellan gum,vitamin a palmitate,vitamin d2,cyanocobalamin (vitamin b12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Drinks: Uproot Soymilk,-1,B;L;D,Y,Y,N,N,N,water,soy milk powder (soybeans),sugar,calcium carbonate,sunflower lecithin,natural flavor,salt,gellan gum,vitamin a palmitate,vitamin d2,cyanocobalamin (vitamin b12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Drinks: Uproot Chocolate Peamilk,-1,B;L;D,Y,Y,N,N,N,water,sugar,pea protein,canola oil,alkalized cocoa powder,calcium carbonate,sunflower lecithin,salt,gellan gum,vitamin a palmitate,vitamin d2,cyanocobalamin (vitamin b12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Drinks: Pepsi,-1,B;L;D,Y,Y,N,N,N,pepsico. pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Drinks: Cheerwine ,-1,B;L;D,Y,Y,N,N,N,cheerwine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Drinks: Sweet Iced Tea ,-1,B;L;D,Y,Y,N,N,N,lipton iced tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Drinks: Iced Tea ,-1,B;L;D,Y,Y,N,N,N,lipton iced tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Drinks: Apple Juice,-1,B;L;D,Y,Y,N,N,N,apple juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Drinks: Orange Juice ,-1,B;L;D,Y,Y,N,N,N,orange juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Drinks: Cranberry Juice,-1,B;L;D,Y,Y,N,N,N,cranberry juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Drinks: 2% Milk Chocolate Milk,-1,B;L;D,N,N,N,Y,N,chocolate milk with skim milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Drinks: Almond Milk,-1,B;L;D,Y,Y,N,N,N,almond milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vail Commons,Drinks: Soy Milk,-1,B;L;D,Y,Y,N,N,N,soymilk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
